name,citation,id,obligation,constraint,permission,entitlement,MandatoryDelegation,Permissive Delegation,PermissiveProvision,MandatoryProvision,Constraining Provision
Section 191,PL101_073,191,0,1,0,0,0,0,0,0,0
Section 192,PL101_073,192,0,1,0,0,0,0,0,0,0
Section 193,PL101_073,193,0,0,0,0,0,0,0,0,0
Section 194,PL101_073,194,2,0,2,1,3,0,0,0,0
Section 195,PL101_073,195,2,2,1,6,2,0,0,2,0
Section 196,PL101_073,196,2,1,0,0,2,0,0,0,0
Section 197,PL101_073,197,0,0,0,0,0,0,0,0,0
Section 198,PL101_073,198,5,2,1,4,7,0,0,1,0
Section 199,PL101_073,199,2,1,1,5,7,0,0,0,0
Section 200,PL101_073,200,1,0,0,0,0,0,0,0,0
Section 201,PL101_073,201,1,0,0,2,3,0,0,0,0
Section 202,PL101_073,202,2,0,2,2,4,0,0,0,0
Section 203,PL101_073,203,17,23,30,53,59,1,1,1,3
Section 204,PL101_073,204,0,0,0,0,0,0,0,0,0
Section 205,PL101_073,205,2,0,0,0,2,0,0,0,0
Section 206,PL101_073,206,0,1,1,0,0,0,0,0,0
Section 207,PL101_073,207,1,0,1,1,2,0,0,0,0
Section 208,PL101_073,208,0,1,0,0,0,0,0,0,0
Section 209,PL101_073,209,1,0,1,1,2,0,0,0,0
Section 210,PL101_073,210,0,0,0,1,1,0,0,0,0
Section 211,PL101_073,211,6,5,2,4,9,0,0,0,0
Section 212,PL101_073,212,1,0,0,0,1,0,0,0,0
Section 213,PL101_073,213,0,0,0,1,1,0,0,0,0
Section 214,PL101_073,214,6,0,1,3,9,0,0,0,0
Section 0,PL102_550_3672,0,4,0,1,2,0,0,0,0,0
Section 1,PL102_550_3672,1,1,0,0,0,1,0,0,0,0
Section 2,PL102_550_3672,2,0,3,0,0,0,1,1,0,0
Section 3,PL102_550_3672,3,0,0,0,0,0,0,0,0,0
Section 4,PL102_550_3672,4,1,1,0,2,3,0,0,0,0
Section 5,PL102_550_3672,5,0,1,0,1,1,0,0,0,0
Section 6,PL102_550_3672,6,0,1,0,1,1,0,0,0,0
Section 7,PL102_550_3672,7,2,4,3,6,6,1,1,1,0
Section 8,PL102_550_3672,8,4,5,0,4,5,0,0,1,0
Section 9,PL102_550_3672,9,0,0,0,0,0,0,0,0,0
Section 10,PL102_550_3672,10,4,1,2,5,8,0,0,0,0
Section 11,PL102_550_3672,11,0,1,3,1,1,0,0,0,0
Section 12,PL102_550_3672,12,0,3,1,5,4,0,0,0,0
Section 13,PL102_550_3672,13,0,4,0,2,2,0,0,0,0
Section 14,PL102_550_3672,14,0,0,1,0,0,0,0,0,0
Section 15,PL102_550_3672,15,0,0,0,0,0,0,0,0,0
Section 16,PL102_550_3672,16,0,0,1,0,0,0,0,0,0
Section 17,PL102_550_3672,17,0,0,0,0,0,0,0,0,0
Section 18,PL102_550_3672,18,8,7,8,11,13,0,0,2,0
Section 19,PL102_550_3672,19,0,0,0,0,0,0,0,0,0
Section 20,PL102_550_3672,20,18,9,12,25,31,2,2,2,2
Section 21,PL102_550_3672,21,0,0,0,1,1,0,0,0,0
Section 22,PL102_550_3672,22,1,0,0,2,3,0,0,0,0
Section 23,PL102_550_3672,23,0,0,2,0,0,0,0,0,0
Section 24,PL102_550_3672,24,0,0,1,0,0,0,0,0,0
Section 25,PL102_550_3672,25,2,1,1,1,3,0,0,0,0
Section 26,PL102_550_3672,26,2,0,1,2,2,0,0,0,0
Section 27,PL102_550_3672,27,0,0,1,0,0,0,0,0,0
Section 28,PL102_550_3672,28,1,1,2,2,3,0,0,0,0
Section 29,PL102_550_3672,29,0,0,0,0,0,0,0,0,0
Section 30,PL102_550_3672,30,1,0,1,1,2,0,0,0,0
Section 31,PL102_550_3672,31,12,2,3,1,12,1,1,1,0
Section 32,PL102_550_3672,32,0,0,0,3,0,0,0,0,0
Section 33,PL102_550_3672,33,0,0,0,1,1,0,0,0,0
Section 34,PL102_550_3672,34,0,0,0,1,1,0,0,0,0
Section 35,PL102_550_3672,35,0,2,0,0,0,0,0,0,0
Section 36,PL102_550_3672,36,0,0,0,0,0,0,0,0,0
Section 37,PL102_550_3672,37,0,0,0,0,0,0,0,0,0
Section 38,PL102_550_3672,38,0,1,0,0,0,0,0,0,0
Section 39,PL102_550_3672,39,0,0,1,0,0,0,0,0,0
Section 40,PL102_550_3672,40,0,1,0,1,1,0,0,0,0
Section 41,PL102_550_3672,41,0,0,0,1,1,0,0,0,0
Section 42,PL102_550_3672,42,0,1,0,1,1,0,0,0,0
Section 43,PL102_550_3672,43,7,2,2,4,10,0,0,0,0
Section 44,PL102_550_3672,44,0,1,0,0,0,0,0,0,0
Section 45,PL102_550_3672,45,0,0,0,0,0,0,0,0,0
Section 46,PL102_550_3672,46,0,0,0,1,0,0,0,0,0
Section 47,PL102_550_3672,47,0,2,1,2,1,0,0,0,0
Section 48,PL102_550_3672,48,8,6,5,10,16,0,0,3,0
Section 49,PL102_550_3672,49,0,0,0,0,0,0,0,0,0
Section 50,PL102_550_3672,50,1,0,0,3,4,0,0,0,0
Section 51,PL102_550_3672,51,0,0,0,0,0,0,0,0,0
Section 52,PL102_550_3672,52,0,0,0,0,0,0,0,0,0
Section 53,PL102_550_3672,53,0,0,1,0,0,0,0,0,0
Section 54,PL102_550_3672,54,3,1,2,4,5,0,0,2,0
Section 55,PL102_550_3672,55,4,4,3,4,5,0,0,1,0
Section 56,PL102_550_3672,56,7,6,1,11,10,0,0,0,1
Section 57,PL102_550_3672,57,0,3,2,17,4,0,0,0,0
Section 58,PL102_550_3672,58,2,0,1,2,3,0,0,0,0
Section 59,PL102_550_3672,59,1,0,0,0,1,0,0,0,0
Section 60,PL102_550_3672,60,1,0,0,0,1,0,0,0,0
Section 61,PL102_550_3672,61,1,0,0,0,1,0,0,0,0
Section 62,PL102_550_3672,62,0,0,0,0,0,0,0,0,0
Section 63,PL102_550_3672,63,1,5,3,5,5,0,0,0,0
Section 64,PL102_550_3672,64,0,0,0,0,0,0,0,0,0
Section 65,PL102_550_3672,65,1,2,2,6,6,0,0,0,1
Section 66,PL102_550_3672,66,1,0,1,4,5,0,0,0,0
Section 67,PL102_550_3672,67,13,8,14,19,29,1,1,0,1
Section 68,PL102_550_3672,68,1,8,3,6,4,0,0,0,1
Section 69,PL102_550_3672,69,6,3,6,8,11,0,0,1,0
Section 70,PL102_550_3672,70,0,1,0,1,1,0,0,0,0
Section 71,PL102_550_3672,71,0,0,0,0,0,0,0,0,0
Section 72,PL102_550_3672,72,0,1,0,0,0,0,0,0,0
Section 73,PL102_550_3672,73,1,0,0,2,3,0,0,0,0
Section 74,PL102_550_3672,74,0,0,0,0,0,0,0,0,0
Section 75,PL102_550_3672,75,0,0,1,0,0,0,0,0,0
Section 76,PL102_550_3672,76,0,0,0,0,0,0,0,0,0
Section 77,PL102_550_3672,77,0,1,0,0,0,0,0,0,0
Section 78,PL102_550_3672,78,0,3,0,0,0,0,0,0,0
Section 79,PL102_550_3672,79,0,2,0,0,0,0,0,0,0
Section 80,PL102_550_3672,80,0,0,1,1,1,0,0,0,0
Section 81,PL102_550_3672,81,1,0,1,4,4,0,0,0,0
Section 82,PL102_550_3672,82,2,2,0,2,4,0,0,0,0
Section 83,PL102_550_3672,83,0,1,0,0,0,0,0,0,0
Section 84,PL102_550_3672,84,1,2,1,2,2,0,0,0,0
Section 85,PL102_550_3672,85,0,0,0,0,0,0,0,0,0
Section 86,PL102_550_3672,86,0,0,0,0,0,0,0,0,0
Section 87,PL102_550_3672,87,0,0,0,0,0,0,0,0,0
Section 88,PL102_550_3672,88,2,1,0,0,2,0,0,0,0
Section 89,PL102_550_3672,89,0,0,0,2,0,0,0,0,0
Section 90,PL102_550_3672,90,0,0,0,0,0,0,0,0,0
Section 91,PL102_550_3672,91,0,1,0,0,0,0,0,0,0
Section 92,PL102_550_3672,92,1,0,0,3,2,0,0,0,0
Section 93,PL102_550_3672,93,0,0,0,0,0,0,0,0,0
Section 94,PL102_550_3672,94,0,1,0,1,1,0,0,0,0
Section 95,PL102_550_3672,95,1,0,0,0,1,0,0,0,0
Section 96,PL102_550_3672,96,0,0,0,0,0,0,0,0,0
Section 97,PL102_550_3672,97,0,1,1,0,0,0,0,0,0
Section 98,PL102_550_3672,98,0,0,0,0,0,0,0,0,0
Section 99,PL102_550_3672,99,0,0,0,1,1,0,0,0,0
Section 100,PL102_550_3672,100,0,1,0,0,0,0,0,0,0
Section 101,PL102_550_3672,101,0,0,0,1,1,0,0,0,0
Section 102,PL102_550_3672,102,0,0,1,1,1,0,0,0,0
Section 103,PL102_550_3672,103,0,0,1,2,0,0,0,0,0
Section 104,PL102_550_3672,104,0,0,1,0,0,0,0,0,0
Section 105,PL102_550_3672,105,0,0,0,1,0,0,0,0,1
Section 106,PL102_550_3672,106,0,0,0,1,0,0,0,0,0
Section 107,PL102_550_3672,107,0,0,0,0,0,0,0,0,0
Section 108,PL102_550_3672,108,0,0,0,0,0,0,0,0,0
Section 109,PL102_550_3672,109,0,0,1,0,0,0,0,0,0
Section 110,PL102_550_3672,110,0,0,0,0,0,0,0,0,0
Section 111,PL102_550_3672,111,0,1,0,10,8,0,0,0,0
Section 112,PL102_550_3672,112,0,0,1,0,0,0,0,0,0
Section 113,PL102_550_3672,113,5,3,2,3,7,0,0,0,1
Section 114,PL102_550_3672,114,0,0,0,1,0,0,0,0,0
Section 115,PL102_550_3672,115,0,1,0,1,1,0,0,0,0
Section 116,PL102_550_3672,116,1,1,0,0,1,0,0,0,0
Section 117,PL102_550_3672,117,0,0,0,2,0,0,0,0,0
Section 118,PL102_550_3672,118,2,2,0,0,2,0,0,0,0
Section 119,PL102_550_3672,119,1,2,0,2,2,0,0,0,1
Section 120,PL102_550_3672,120,0,0,0,0,0,0,0,0,0
Section 121,PL102_550_3672,121,0,1,0,2,2,0,0,0,0
Section 122,PL102_550_3672,122,0,0,0,0,0,0,0,0,0
Section 123,PL102_550_3672,123,1,2,0,0,1,0,0,0,0
Section 124,PL102_550_3672,124,0,0,0,0,0,0,0,0,0
Section 125,PL102_550_3672,125,2,0,0,1,2,0,0,1,0
Section 126,PL102_550_3672,126,1,0,0,1,2,0,0,1,0
Section 127,PL102_550_3672,127,9,3,0,3,9,0,0,4,1
Section 128,PL102_550_3672,128,1,0,1,7,5,1,1,0,0
Section 129,PL102_550_3672,129,0,1,0,0,0,0,0,0,0
Section 130,PL102_550_3672,130,0,0,0,0,0,0,0,0,0
Section 131,PL102_550_3672,131,0,1,0,0,0,0,0,0,0
Section 132,PL102_550_3672,132,0,0,0,1,1,0,0,0,0
Section 133,PL102_550_3672,133,1,0,0,0,1,0,0,0,0
Section 134,PL102_550_3672,134,1,3,1,2,3,0,0,0,0
Section 135,PL102_550_3672,135,1,1,0,0,1,0,0,0,0
Section 136,PL102_550_3672,136,0,0,0,0,0,0,0,0,0
Section 137,PL102_550_3672,137,1,1,0,0,1,0,0,0,0
Section 138,PL102_550_3672,138,0,0,0,0,0,0,0,0,0
Section 139,PL102_550_3672,139,1,2,0,0,1,0,0,0,0
Section 140,PL102_550_3672,140,0,1,1,0,0,0,0,0,0
Section 141,PL102_550_3672,141,0,1,1,1,1,0,0,0,0
Section 142,PL102_550_3672,142,1,1,1,2,2,0,0,0,0
Section 143,PL102_550_3672,143,1,1,0,2,3,0,0,0,0
Section 144,PL102_550_3672,144,4,7,1,5,8,0,0,1,0
Section 145,PL102_550_3672,145,1,2,0,0,1,0,0,0,0
Section 146,PL102_550_3672,146,0,0,2,1,0,0,0,0,0
Section 147,PL102_550_3672,147,0,0,2,5,4,0,0,0,0
Section 148,PL102_550_3672,148,0,0,0,0,0,1,1,0,0
Section 149,PL102_550_3672,149,0,0,2,0,0,0,0,0,0
Section 150,PL102_550_3672,150,0,0,0,0,0,0,0,0,0
Section 151,PL102_550_3672,151,0,1,0,0,0,0,0,0,0
Section 152,PL102_550_3672,152,0,0,1,1,1,0,0,0,0
Section 153,PL102_550_3672,153,0,0,0,1,0,0,0,0,0
Section 154,PL102_550_3672,154,0,0,1,0,0,0,0,0,0
Section 155,PL102_550_3672,155,16,14,8,8,21,0,0,0,2
Section 156,PL102_550_3672,156,8,4,7,7,15,0,0,0,0
Section 157,PL102_550_3672,157,0,0,0,1,0,0,0,0,0
Section 158,PL102_550_3672,158,0,1,3,3,3,0,0,0,0
Section 159,PL102_550_3672,159,1,4,1,5,6,0,0,0,0
Section 160,PL102_550_3672,160,0,0,0,1,0,0,0,0,0
Section 161,PL102_550_3672,161,1,4,0,1,2,0,0,0,0
Section 162,PL102_550_3672,162,1,0,2,1,2,0,0,0,0
Section 163,PL102_550_3672,163,0,0,0,1,1,0,0,0,0
Section 164,PL102_550_3672,164,1,3,3,13,7,0,0,0,1
Section 165,PL102_550_3672,165,2,2,0,1,2,0,0,0,0
Section 166,PL102_550_3672,166,0,2,1,3,1,0,0,0,0
Section 167,PL102_550_3672,167,0,0,0,0,0,0,0,0,0
Section 168,PL102_550_3672,168,6,9,7,12,13,2,2,2,0
Section 169,PL102_550_3672,169,0,0,0,0,0,0,0,0,0
Section 170,PL102_550_3672,170,1,1,1,2,3,0,0,0,0
Section 171,PL102_550_3672,171,2,3,0,3,5,0,0,0,0
Section 172,PL102_550_3672,172,0,0,0,0,0,0,0,0,0
Section 173,PL102_550_3672,173,0,1,0,0,0,0,0,0,0
Section 174,PL102_550_3672,174,1,0,0,1,1,0,0,1,0
Section 175,PL102_550_3672,175,1,1,0,0,1,0,0,0,0
Section 176,PL102_550_3672,176,10,5,0,2,10,0,0,0,0
Section 177,PL102_550_3672,177,2,0,1,2,2,0,0,1,0
Section 178,PL102_550_3672,178,0,0,0,1,0,0,0,0,0
Section 179,PL102_550_3672,179,0,1,0,1,0,0,0,0,1
Section 180,PL102_550_3672,180,0,2,0,0,0,0,0,0,0
Section 181,PL102_550_3672,181,0,0,0,1,1,0,0,0,0
Section 182,PL102_550_3672,182,0,0,0,1,1,0,0,0,0
Section 183,PL102_550_3672,183,0,0,0,1,0,0,0,0,0
Section 184,PL102_550_3672,184,0,1,0,0,0,0,0,0,0
Section 185,PL102_550_3672,185,0,0,0,1,0,0,0,0,0
Section 186,PL102_550_3672,186,0,0,0,0,0,0,0,0,0
Section 187,PL102_550_3672,187,0,1,0,0,0,0,0,0,0
Section 188,PL102_550_3672,188,0,1,0,1,1,0,0,0,0
Section 189,PL102_550_3672,189,2,0,2,1,2,2,2,2,0
Section 190,PL102_550_3672,190,1,0,0,1,1,0,0,1,0
Section 191,PL102_550_3672,191,0,2,1,2,1,0,0,0,0
Section 192,PL102_550_3672,192,0,0,1,2,1,0,0,0,0
Section 193,PL102_550_3672,193,1,0,1,5,3,0,0,0,0
Section 194,PL102_550_3672,194,1,1,2,2,2,0,0,0,0
Section 195,PL102_550_3672,195,0,4,0,3,3,0,0,0,0
Section 196,PL102_550_3672,196,0,0,0,0,0,0,0,0,0
Section 197,PL102_550_3672,197,2,0,1,2,3,0,0,0,0
Section 198,PL102_550_3672,198,0,0,0,2,0,0,0,0,0
Section 199,PL102_550_3672,199,1,0,0,0,1,0,0,0,0
Section 200,PL102_550_3672,200,0,1,0,1,1,0,0,0,0
Section 201,PL102_550_3672,201,0,1,6,1,0,0,0,0,0
Section 202,PL102_550_3672,202,0,1,1,1,1,0,0,0,0
Section 203,PL102_550_3672,203,0,0,0,0,0,0,0,0,0
Section 204,PL102_550_3672,204,0,1,0,0,0,0,0,0,0
Section 205,PL102_550_3672,205,0,0,0,0,0,0,0,0,0
Section 206,PL102_550_3672,206,0,2,1,1,1,0,0,0,0
Section 207,PL102_550_3672,207,8,6,0,6,8,0,0,3,0
Section 208,PL102_550_3672,208,2,2,1,3,3,0,0,1,1
Section 209,PL102_550_3672,209,0,0,0,1,1,0,0,0,0
Section 210,PL102_550_3672,210,0,0,0,0,0,0,0,0,0
Section 211,PL102_550_3672,211,0,1,0,0,0,0,0,0,0
Section 212,PL102_550_3672,212,0,0,1,1,0,0,0,0,0
Section 213,PL102_550_3672,213,0,0,0,2,1,0,0,0,0
Section 214,PL102_550_3672,214,0,0,0,0,0,0,0,0,0
Section 215,PL102_550_3672,215,0,1,0,0,0,0,0,0,0
Section 216,PL102_550_3672,216,0,1,1,1,1,0,0,0,0
Section 217,PL102_550_3672,217,0,1,0,2,1,0,0,0,0
Section 218,PL102_550_3672,218,0,0,1,1,1,0,0,0,0
Section 219,PL102_550_3672,219,0,0,0,0,0,0,0,0,0
Section 220,PL102_550_3672,220,3,1,3,3,5,1,1,1,0
Section 221,PL102_550_3672,221,0,0,0,1,0,0,0,0,0
Section 222,PL102_550_3672,222,0,0,0,0,0,0,0,0,0
Section 223,PL102_550_3672,223,0,0,1,0,0,0,0,0,0
Section 224,PL102_550_3672,224,0,0,0,1,1,0,0,0,0
Section 225,PL102_550_3672,225,2,3,1,7,8,0,0,0,0
Section 226,PL102_550_3672,226,0,2,0,3,1,0,0,0,0
Section 227,PL102_550_3672,227,0,0,0,0,0,0,0,0,0
Section 228,PL102_550_3672,228,0,0,0,0,0,0,0,0,0
Section 229,PL102_550_3672,229,0,0,0,0,0,0,0,0,0
Section 230,PL102_550_3672,230,0,1,0,0,0,0,0,0,0
Section 231,PL102_550_3672,231,3,1,0,3,3,0,0,2,0
Section 232,PL102_550_3672,232,0,0,0,1,1,0,0,0,0
Section 233,PL102_550_3672,233,0,0,1,0,0,0,0,0,0
Section 234,PL102_550_3672,234,1,4,1,1,2,0,0,0,0
Section 235,PL102_550_3672,235,1,1,0,0,1,0,0,0,0
Section 236,PL102_550_3672,236,0,0,0,0,0,0,0,0,0
Section 237,PL102_550_3672,237,11,1,4,6,16,1,1,0,0
Section 238,PL102_550_3672,238,9,2,1,5,12,0,0,0,0
Section 239,PL102_550_3672,239,20,4,8,14,25,1,1,1,0
Section 240,PL102_550_3672,240,0,0,1,3,3,0,0,0,0
Section 241,PL102_550_3672,241,0,0,1,0,0,0,0,0,0
Section 242,PL102_550_3672,242,2,1,1,3,5,0,0,0,0
Section 243,PL102_550_3672,243,1,2,0,1,1,0,0,0,0
Section 244,PL102_550_3672,244,0,0,0,0,0,0,0,0,0
Section 245,PL102_550_3672,245,6,4,4,10,13,0,0,0,0
Section 246,PL102_550_3672,246,1,1,1,3,4,0,0,0,0
Section 247,PL102_550_3672,247,3,1,0,0,3,0,0,1,0
Section 248,PL102_550_3672,248,0,2,0,1,1,0,0,0,0
Section 249,PL102_550_3672,249,0,0,1,1,1,0,0,0,0
Section 250,PL102_550_3672,250,1,1,0,0,1,0,0,1,0
Section 251,PL102_550_3672,251,1,0,0,5,3,0,0,0,1
Section 252,PL102_550_3672,252,3,0,3,4,4,1,1,0,0
Section 253,PL102_550_3672,253,0,3,1,1,1,0,0,0,0
Section 254,PL102_550_3672,254,0,1,0,0,0,0,0,0,0
Section 255,PL102_550_3672,255,0,0,0,0,0,0,0,0,0
Section 256,PL102_550_3672,256,6,1,1,13,10,0,0,4,0
Section 257,PL102_550_3672,257,0,1,0,3,3,0,0,0,0
Section 258,PL102_550_3672,258,0,0,1,2,1,0,0,0,0
Section 259,PL102_550_3672,259,3,1,2,1,4,0,0,0,0
Section 260,PL102_550_3672,260,0,0,0,1,0,0,0,0,1
Section 261,PL102_550_3672,261,0,2,0,0,0,0,0,0,0
Section 262,PL102_550_3672,262,0,0,0,1,1,0,0,0,0
Section 263,PL102_550_3672,263,0,0,0,0,0,0,0,0,0
Section 264,PL102_550_3672,264,0,1,0,0,0,0,0,0,0
Section 265,PL102_550_3672,265,0,0,1,0,0,0,0,0,0
Section 266,PL102_550_3672,266,1,0,0,0,1,0,0,0,0
Section 267,PL102_550_3672,267,2,2,2,2,4,0,0,0,0
Section 268,PL102_550_3672,268,0,0,0,0,0,0,0,0,0
Section 269,PL102_550_3672,269,0,1,0,1,1,0,0,0,0
Section 270,PL102_550_3672,270,2,3,0,3,4,0,0,0,1
Section 271,PL102_550_3672,271,0,1,2,1,1,0,0,0,0
Section 272,PL102_550_3672,272,1,0,1,1,2,0,0,0,0
Section 273,PL102_550_3672,273,0,2,1,3,1,0,0,0,0
Section 274,PL102_550_3672,274,7,0,5,11,11,1,1,5,1
Section 275,PL102_550_3672,275,5,0,0,7,7,1,1,2,0
Section 276,PL102_550_3672,276,0,1,0,0,0,0,0,0,0
Section 277,PL102_550_3672,277,0,0,0,0,0,0,0,0,0
Section 278,PL102_550_3672,278,0,2,1,2,2,0,0,0,0
Section 279,PL102_550_3672,279,2,0,0,2,2,0,0,1,0
Section 280,PL102_550_3672,280,0,0,1,0,0,0,0,0,0
Section 281,PL102_550_3672,281,0,4,2,1,1,0,0,0,0
Section 282,PL102_550_3672,282,0,1,0,1,1,0,0,0,0
Section 283,PL102_550_3672,283,0,0,1,0,0,0,0,0,0
Section 284,PL102_550_3672,284,1,0,0,1,1,1,1,1,0
Section 285,PL102_550_3672,285,0,0,0,0,0,0,0,0,0
Section 286,PL102_550_3672,286,2,0,1,4,1,0,0,0,0
Section 287,PL102_550_3672,287,5,6,3,8,8,1,1,2,0
Section 288,PL102_550_3672,288,3,0,4,6,2,0,0,0,1
Section 289,PL102_550_3672,289,2,1,0,7,7,0,0,2,0
Section 290,PL102_550_3672,290,0,0,0,2,2,0,0,0,0
Section 291,PL102_550_3672,291,3,1,0,0,3,0,0,1,0
Section 292,PL102_550_3672,292,1,0,0,0,1,0,0,0,0
Section 293,PL102_550_3672,293,0,2,0,0,0,0,0,0,0
Section 294,PL102_550_3672,294,7,2,5,9,11,1,1,4,0
Section 295,PL102_550_3672,295,0,0,0,0,0,0,0,0,0
Section 296,PL102_550_3672,296,1,0,2,0,0,0,0,0,0
Section 297,PL102_550_3672,297,9,2,2,7,13,0,0,1,0
Section 298,PL102_550_3672,298,1,0,0,0,1,0,0,0,0
Section 299,PL102_550_3672,299,4,3,6,6,9,1,1,1,1
Section 300,PL102_550_3672,300,10,5,2,8,17,0,0,0,0
Section 301,PL102_550_3672,301,1,0,1,1,2,0,0,1,0
Section 302,PL102_550_3672,302,0,0,2,1,1,0,0,0,0
Section 303,PL102_550_3672,303,0,0,0,2,2,0,0,0,0
Section 304,PL102_550_3672,304,0,0,0,1,1,0,0,0,0
Section 305,PL102_550_3672,305,0,0,0,1,1,0,0,0,0
Section 306,PL102_550_3672,306,4,4,2,7,9,1,1,2,0
Section 307,PL102_550_3672,307,2,1,3,1,1,0,0,1,0
Section 308,PL102_550_3672,308,1,1,0,2,2,0,0,0,0
Section 309,PL102_550_3672,309,1,0,0,0,1,0,0,0,0
Section 310,PL102_550_3672,310,1,0,6,5,5,0,0,0,0
Section 311,PL102_550_3672,311,1,0,0,0,1,0,0,0,0
Section 312,PL102_550_3672,312,1,0,0,0,1,0,0,0,0
Section 313,PL102_550_3672,313,0,0,0,1,1,0,0,0,0
Section 314,PL102_550_3672,314,3,0,0,1,3,0,0,0,0
Section 315,PL102_550_3672,315,2,0,1,1,3,0,0,0,0
Section 316,PL102_550_3672,316,0,0,1,1,1,0,0,0,0
Section 317,PL102_550_3672,317,4,3,3,7,8,0,0,1,0
Section 318,PL102_550_3672,318,5,4,1,9,11,0,0,0,0
Section 319,PL102_550_3672,319,0,3,0,2,1,0,0,0,0
Section 320,PL102_550_3672,320,3,1,2,8,9,0,0,1,0
Section 321,PL102_550_3672,321,2,6,4,5,5,1,1,1,0
Section 322,PL102_550_3672,322,0,1,1,1,1,0,0,0,0
Section 323,PL102_550_3672,323,2,0,0,1,3,0,0,0,0
Section 324,PL102_550_3672,324,0,0,0,1,0,0,0,0,0
Section 325,PL102_550_3672,325,0,0,1,0,0,0,0,0,0
Section 326,PL102_550_3672,326,0,0,0,0,0,0,0,0,0
Section 327,PL102_550_3672,327,1,1,0,0,0,0,0,0,0
Section 328,PL102_550_3672,328,4,2,3,6,8,0,0,0,0
Section 329,PL102_550_3672,329,1,0,0,1,1,0,0,0,0
Section 330,PL102_550_3672,330,2,0,0,1,1,1,1,1,0
Section 331,PL102_550_3672,331,0,1,0,0,0,0,0,0,0
Section 332,PL102_550_3672,332,0,0,1,0,0,0,0,0,0
Section 333,PL102_550_3672,333,0,0,0,2,0,0,0,0,0
Section 334,PL102_550_3672,334,0,2,0,3,0,0,0,0,1
Section 335,PL102_550_3672,335,0,1,0,1,0,0,0,0,0
Section 336,PL102_550_3672,336,0,0,0,1,1,0,0,0,0
Section 337,PL102_550_3672,337,2,2,0,6,6,0,0,0,0
Section 338,PL102_550_3672,338,1,1,2,2,1,0,0,0,1
Section 339,PL102_550_3672,339,1,0,0,4,3,3,3,1,0
Section 340,PL102_550_3672,340,2,0,4,1,3,0,0,0,0
Section 341,PL102_550_3672,341,6,2,0,6,11,0,0,1,0
Section 342,PL102_550_3672,342,5,0,3,2,6,0,0,0,0
Section 343,PL102_550_3672,343,0,2,1,0,0,0,0,0,0
Section 344,PL102_550_3672,344,0,0,0,0,0,0,0,0,0
Section 345,PL102_550_3672,345,2,0,0,0,2,0,0,0,0
Section 346,PL102_550_3672,346,0,1,0,0,0,0,0,0,0
Section 347,PL102_550_3672,347,0,2,3,2,2,0,0,0,0
Section 348,PL102_550_3672,348,0,0,1,0,0,0,0,0,0
Section 349,PL102_550_3672,349,1,0,0,2,3,0,0,0,0
Section 350,PL102_550_3672,350,0,0,0,1,1,0,0,0,0
Section 351,PL102_550_3672,351,1,1,0,2,3,0,0,0,0
Section 352,PL102_550_3672,352,0,0,0,1,1,0,0,0,0
Section 353,PL102_550_3672,353,4,3,1,1,5,0,0,1,0
Section 354,PL102_550_3672,354,0,1,2,1,0,0,0,0,1
Section 355,PL102_550_3672,355,0,0,0,3,1,0,0,0,0
Section 356,PL102_550_3672,356,1,1,0,1,1,0,0,1,0
Section 357,PL102_550_3672,357,0,2,0,1,0,0,0,0,1
Section 358,PL102_550_3672,358,1,0,0,0,1,0,0,1,0
Section 359,PL102_550_3672,359,1,1,0,0,1,0,0,1,0
Section 360,PL102_550_3672,360,3,0,2,0,3,0,0,0,0
Section 361,PL102_550_3672,361,2,5,0,2,4,0,0,0,0
Section 362,PL102_550_3672,362,3,10,1,1,4,0,0,0,0
Section 363,PL102_550_3672,363,2,3,0,2,3,0,0,0,1
Section 364,PL102_550_3672,364,2,0,0,0,2,0,0,0,0
Section 365,PL102_550_3672,365,10,3,5,10,17,0,0,1,0
Section 366,PL102_550_3672,366,1,0,0,1,2,0,0,0,0
Section 367,PL102_550_3672,367,0,1,0,0,0,0,0,0,0
Section 368,PL102_550_3672,368,1,1,0,3,2,2,2,1,0
Section 369,PL102_550_3672,369,0,1,2,7,6,0,0,0,0
Section 370,PL102_550_3672,370,3,1,1,4,5,0,0,0,0
Section 371,PL102_550_3672,371,2,0,1,2,2,0,0,1,0
Section 372,PL102_550_3672,372,3,4,1,5,4,0,0,0,0
Section 373,PL102_550_3672,373,0,2,3,2,2,0,0,0,0
Section 374,PL102_550_3672,374,0,0,1,0,0,1,1,0,0
Section 375,PL102_550_3672,375,2,0,2,5,4,1,1,1,0
Section 376,PL102_550_3672,376,0,1,0,1,1,0,0,0,0
Section 377,PL102_550_3672,377,0,0,0,0,0,0,0,0,0
Section 378,PL102_550_3672,378,0,1,0,0,0,0,0,0,0
Section 379,PL102_550_3672,379,0,0,0,0,0,0,0,0,0
Section 380,PL102_550_3672,380,4,0,1,1,4,0,0,0,0
Section 381,PL102_550_3672,381,3,1,1,0,3,0,0,0,0
Section 382,PL102_550_3672,382,2,0,0,0,2,0,0,0,0
Section 383,PL102_550_3672,383,10,3,4,17,25,1,1,2,0
Section 384,PL102_550_3672,384,0,2,0,1,1,0,0,0,0
Section 385,PL102_550_3672,385,0,1,0,0,0,0,0,0,0
Section 386,PL102_550_3672,386,1,4,0,3,4,0,0,0,0
